Name,City,CuisineStyle,Ranking,Rating,NumberofReviews
Westside Slotermeer,Amsterdam,"['Caribbean', 'Mediterranean', 'Fusion', 'Healthy']",1976,5,3
The Hen House,Amsterdam,"['International', 'Contemporary', 'Pub', 'Diner', 'Healthy']",1977,5,2
Sandwich Shop Velida's,Amsterdam,"['Cafe', 'Fast Food', 'Diner']",1978,5,2
The Barn Food,Amsterdam,['International'],1979,5,2
Petit Deux,Amsterdam,['International'],1980,5,5
Ambachtelijke Bakkerij Kapadokya,Amsterdam,,1981,5,3
't Halve Werk,Amsterdam,"['Dutch', 'European']",1982,5,2
TrueStory Juicery,Amsterdam,,1983,5,4
Cafe ONS,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'Diner']",1984,5,2
Napoli Pizza,Amsterdam,"['Italian', 'Pizza']",1985,5,3
Skatecafe,Amsterdam,,1986,5,2
Kong Kha Thai,Amsterdam,,1987,5,2
Kookerij de Singel Huiskamerrestaurant,Amsterdam,,1988,5,4
Zero20,Amsterdam,"['American', 'Caribbean', 'International', 'European']",1989,5,4
Wild Moa,Amsterdam,['New Zealand'],1990,5,6
Shuka,Amsterdam,,1991,5,2
A Beautiful Mess,Amsterdam,['International'],1992,5,2
Casa Bocage,Amsterdam,,1993,5,4
Wonder Bar,Amsterdam,,1994,5,2
Lucy’S Cheesecake and Coffee,Amsterdam,['Cafe'],1995,5,2
Restaurant Flavourtown,Amsterdam,"['Japanese', 'American']",1996,5,3
Porem,Amsterdam,,1997,5,6
YAY Health Store & More,Amsterdam,,1998,4.5,12
Cafe de Vriendschap,Amsterdam,"['Dutch', 'European']",1999,4.5,10
Tapasbar Castro,Amsterdam,"['Mediterranean', 'European', 'Spanish']",2000,4,60
Welcome Vietnam Restaurant,Amsterdam,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",2001,4,98
Kervan Cafe & Restaurant,Amsterdam,['Turkish'],2002,4,14
Krijn Ijburg,Amsterdam,"['Dutch', 'International', 'European', 'Pub']",2003,4.5,7
Museumcaf? Tassenmuseum,Amsterdam,,2004,4.5,6
Favorite Chicken & Ribs,Amsterdam,['Fast Food'],2005,4,19
Casino Amsterdam,Amsterdam,['Bar'],2006,3.5,90
Bistro Zebra,Amsterdam,"['European', 'Asian', 'South American', 'International']",2007,4.5,5
Geef,Amsterdam,"['French', 'Dutch', 'European']",2008,4.5,8
Kauffmann Falafel & Beer,Amsterdam,"['Lebanese', 'Mediterranean', 'Vegetarian Friendly']",2009,4,15
SushiPoint,Amsterdam,,2010,4.5,7
Cafe Bos,Amsterdam,"['Dutch', 'European']",2011,4.5,15
Dunkin Donuts,Amsterdam,,2012,4,10
Temakery,Amsterdam,"['Japanese', 'Thai', 'Vietnamese', 'Central Asian', 'Asian', 'Korean']",2013,4,14
Bongusta!,Amsterdam,"['Caribbean', 'Dutch', 'International', 'European', 'Asian', 'Indonesian']",2014,4.5,6
Les Petites Puces,Amsterdam,"['Caribbean', 'Dutch', 'International', 'European', 'Asian', 'Indonesian']",2015,5,5
Sa Seada,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European']",2016,4.5,34
DASlekker,Amsterdam,['International'],2017,4.5,3
Saigon Caphe CS,Amsterdam,"['Asian', 'Vietnamese']",2018,3.5,19
Saint Paul's Lounge Cafe,Amsterdam,"['Bar', 'Cafe', 'European', 'Dutch']",2019,3.5,143
Broodje Art,Amsterdam,,2020,4.5,8
Sol Sapore,Amsterdam,"['Mediterranean', 'European', 'Italian', 'Spanish']",2021,4.5,18
Durty Nelly's Irish Pub,Amsterdam,,2022,4,5
De Hop 2.0,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub', 'Gluten Free Options']",2023,4,14
Starbucks,Amsterdam,,2024,3.5,18
Mie Lobie,Amsterdam,['Chinese'],2025,4.5,11
Eetcafe de Jordaan,Amsterdam,"['Dutch', 'European']",2026,4,21
Mech,Amsterdam,['Vegetarian Friendly'],2027,4,24
Restaurant Grand Cafe De Kroonprins,Amsterdam,"['Dutch', 'European']",2028,3.5,148
La Mian,Amsterdam,"['Chinese', 'Asian']",2029,4.5,3
Museumcafe Mokum,Amsterdam,"['Dutch', 'Cafe', 'European', 'Soups', 'Vegetarian Friendly']",2030,3.5,71
STACH Asian,Amsterdam,['Asian'],2031,4,9
Restaurant Bruist,Amsterdam,"['Dutch', 'Cafe', 'European']",2032,4.5,3
De Ruimte,Amsterdam,"['French', 'International', 'Mediterranean', 'Fusion', 'Diner']",2033,4.5,6
Le Clair Amsterdam,Amsterdam,,2034,4.5,9
Padrone,Amsterdam,"['Italian', 'Pizza']",2035,4.5,9
The Walrus & the Carpenter,Amsterdam,,2036,4.5,5
The Seafood Shop,Amsterdam,['Seafood'],2037,4.5,5
Het Paardje,Amsterdam,"['Bar', 'European', 'Dutch', 'Pub']",2038,3.5,78
TwentyFiveSeven,Amsterdam,"['French', 'Asian', 'Indonesian']",2039,4.5,11
DutchHomemade,Amsterdam,,2040,4.5,7
China Town,Amsterdam,['Chinese'],2041,4,17
Donnee,Amsterdam,['Italian'],2042,4.5,13
De Stadskantine,Amsterdam,"['Dutch', 'International', 'European', 'Vegetarian Friendly']",2043,4,50
Kfc Amsterdam,Amsterdam,"['American', 'Fast Food']",2044,3.5,254
De Kookfabriek,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",2045,4.5,26
Cafe Brakke,Amsterdam,"['Dutch', 'Cafe', 'European']",2046,4.5,23
Sushi Day,Amsterdam,,2047,4.5,7
Poke Perfect,Amsterdam,['Hawaiian'],2048,4.5,3
Ponte Magro,Amsterdam,,2049,4.5,11
Mr Tongs,Amsterdam,"['Chinese', 'Asian', 'Vegetarian Friendly']",2050,3.5,246
Vascobelo V-bar Scheltema,Amsterdam,,2051,4.5,17
IJssalon Tofani,Amsterdam,['Italian'],2052,4,20
Kanarie Club,Amsterdam,"['Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options']",2053,3.5,60
VanderDonk Chocolate,Amsterdam,,2054,5,11
Restaurant Seven Seas,Amsterdam,"['European', 'French', 'Seafood', 'Mediterranean']",2055,4,113
Barra,Amsterdam,"['Mediterranean', 'European', 'Spanish', 'Bar']",2056,3.5,46
Ferilli’s,Amsterdam,['Italian'],2057,4,5
Het Ijsboefje,Amsterdam,,2058,4.5,11
Eetcafe Zusjes,Amsterdam,['International'],2059,4.5,15
Viet View,Amsterdam,,2060,4.5,8
Restaurant Bij Storm,Amsterdam,"['Bar', 'Pub', 'Barbecue', 'Grill']",2061,4,13
Taqueria Coba,Amsterdam,,2062,4.5,4
Mama Maria,Amsterdam,"['Mexican', 'Steakhouse']",2063,3.5,99
Kinderkookkafe,Amsterdam,['Contemporary'],2064,4.5,9
Zouthaven,Amsterdam,"['European', 'Dutch', 'International', 'Gluten Free Options']",2065,3.5,120
Toast Brothers,Amsterdam,,2066,4.5,9
Cafe Blek,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'Pub', 'European']",2067,4,20
Steiger 4,Amsterdam,"['Dutch', 'European']",2068,4,5
The movies,Amsterdam,,2069,4,28
Mangiaccanto,Amsterdam,,2070,4,9
Warung Solo,Amsterdam,,2071,4.5,9
Baksels,Amsterdam,,2072,5,5
Puerto Pata Negra,Amsterdam,"['Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",2073,3.5,115
Charlie's Kitchen,Amsterdam,"['European', 'Vegetarian Friendly']",2074,3.5,39
Carels,Amsterdam,"['French', 'European']",2075,3.5,35
Golan Restaurant,Amsterdam,['Kosher'],2076,4.5,12
Eau de Vie,Amsterdam,"['French', 'European', 'Dutch']",2077,3.5,64
Bagels & Beans Oostpoort,Amsterdam,"['Cafe', 'Healthy']",2078,4,11
Eetwinkel Zwaan II,Amsterdam,,2079,4.5,5
Casa Di Maggio,Amsterdam,"['Italian', 'Mediterranean']",2080,4.5,18
The Beef Chief,Amsterdam,['American'],2081,4.5,5
Namaste India,Amsterdam,"['Indian', 'Vegetarian Friendly', 'Vegan Options']",2082,4,26
De Roode Laars,Amsterdam,"['Dutch', 'European']",2083,4,13
Assagio,Amsterdam,['Italian'],2084,4,24
Daar Baand,Amsterdam,"['Middle Eastern', 'Persian', 'Halal', 'Vegetarian Friendly']",2085,4,41
Kurio's,Amsterdam,"['Mediterranean', 'Turkish', 'Greek']",2086,4,7
Traiteur Peperwortel,Amsterdam,"['Dutch', 'European']",2087,4.5,24
Herberg het Mandelahuisje,Amsterdam,,2088,4,11
Febo,Amsterdam,,2089,3.5,18
De Turk,Amsterdam,"['Mediterranean', 'European', 'Middle Eastern']",2090,4.5,8
Le Sud,Amsterdam,"['Middle Eastern', 'Persian', 'Israeli', 'Afghani', 'Arabic', 'Greek', 'Vegetarian Friendly']",2091,4.5,9
Italians Restaurant,Amsterdam,"['Italian', 'Mediterranean']",2092,4,30
Steakhouse Pizzeria Osdorperban,Amsterdam,['Pizza'],2093,4.5,5
De Baars Eten En Drinken,Amsterdam,"['Pub', 'Cafe']",2094,4.5,15
Tostini,Amsterdam,,2095,4.5,9
De Proeverij - Landmarkt,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly']",2096,3.5,61
Restaurant Khan,Amsterdam,,2097,4.5,8
Nuraghe,Amsterdam,,2098,4.5,5
Pakhuis de Zwijger,Amsterdam,['European'],2099,3.5,33
Restaurant Stalpaert,Amsterdam,,2100,4,22
Mech Make & Take,Amsterdam,,2101,4,17
Rico's Keldertje,Amsterdam,"['Dutch', 'Mediterranean', 'European']",2102,4.5,13
The Golden Brown Bar,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",2103,3.5,66
De Beren,Amsterdam,"['American', 'German', 'International', 'Barbecue', 'Gluten Free Options']",2104,5,4
New York Pizza,Amsterdam,"['Pizza', 'Italian', 'Fast Food', 'Vegetarian Friendly']",2105,3.5,56
De Ouwe Garde,Amsterdam,,2106,5,5
Hira restaurant,Amsterdam,['Turkish'],2107,4.5,7
Warung Padi,Amsterdam,"['Asian', 'Indonesian']",2108,4.5,7
Picnic Company,Amsterdam,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",2109,4,23
Frozz Frozen Yoghurt,Amsterdam,,2110,5,5
Restaurant Brooklyn,Amsterdam,"['International', 'European']",2111,3.5,74
Giordano Ristorante Pizzeria,Amsterdam,,2112,4.5,9
L'Arena,Amsterdam,"['Italian', 'European', 'Mediterranean']",2113,4,24
Cose Buone,Amsterdam,,2114,4.5,14
Cafe Bax,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'Pub', 'European', 'Vegetarian Friendly']",2115,4,31
The Corner Restaurant,Amsterdam,['European'],2116,4,61
Haweli Indian Restaurant,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",2117,4.5,28
38 Burgers & Taco's,Amsterdam,,2118,4,11
De Blauwe Pan,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub']",2119,4,82
Vita's Friet,Amsterdam,"['Dutch', 'Seafood', 'European']",2120,5,6
Febo Boulevard,Amsterdam,"['Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options']",2121,3.5,65
Haringkar de Gigant,Amsterdam,,2122,4.5,6
Rembrandt Bar,Amsterdam,"['Bar', 'Dutch', 'Pub']",2123,3.5,63
Cafe De Omval,Amsterdam,"['Bar', 'European', 'French', 'Cafe', 'International']",2124,4,23
Cafe Belcampo,Amsterdam,"['American', 'Dutch', 'International', 'European']",2125,4,13
Tagore,Amsterdam,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",2126,4,65
Toko Joyce,Amsterdam,"['Asian', 'Indonesian']",2127,3.5,37
Carbon Xpress,Amsterdam,"['Steakhouse', 'Grill', 'Pub', 'Diner']",2128,4.5,4
Toko Asian Delight,Amsterdam,"['Asian', 'Indonesian']",2129,4,7
Takumi Burgers & Steaks,Amsterdam,"['American', 'Fusion', 'European']",2130,4,21
Crea Cafe,Amsterdam,,2131,4,13
Mediterranean,Amsterdam,['Mediterranean'],2132,4.5,8
Pizza Pasta's Grill,Amsterdam,,2133,4.5,5
Kam Yin Amsterdam Zuidoost,Amsterdam,['Chinese'],2134,4,13
Friet Point,Amsterdam,"['Fast Food', 'Dutch']",2135,4,36
Cafe de Roeter,Amsterdam,"['Dutch', 'European', 'Steakhouse', 'Pizza', 'Vegetarian Friendly']",2136,4,16
Americakes,Amsterdam,,2137,5,4
Cons. Ijk Fabriek,Amsterdam,,2138,5,4
Zenzai Sushi,Amsterdam,,2139,5,
Made in Sud,Amsterdam,['Italian'],2140,5,
Maranon,Amsterdam,,2141,5,
Kuit,Amsterdam,,2142,5,
Mafaldo,Amsterdam,['Mediterranean'],2143,5,3
Thai Express,Amsterdam,['Thai'],2144,5,
Gout Deli Boutique,Amsterdam,,2145,5,2
Grill Steak House Mama,Amsterdam,,2146,5,
Cosy Coffee Bar,Amsterdam,"['Dutch', 'International', 'Mediterranean', 'European']",2147,5,
Three Chefs,Amsterdam,,2148,5,
Teddy,Amsterdam,,2149,5,
Oma's Soep,Amsterdam,"['Dutch', 'European']",2150,5,
Hollandse Delicatesse,Amsterdam,,2151,5,
Yummy meals,Amsterdam,,2152,5,2
Snackbar Double Dutch,Amsterdam,"['American', 'Dutch', 'Cafe', 'European']",2153,5,
Blauwe Draak,Amsterdam,['Asian'],2154,5,
Robbie Brood en Tostie,Amsterdam,,2155,5,2
GOOD TO GO,Amsterdam,"['Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",2156,5,2
Hilal Shoarma,Amsterdam,['Turkish'],2157,5,
Firma Stroop,Amsterdam,,2158,5,
Cafe Het Bruine Paard,Amsterdam,"['Dutch', 'European']",2159,5,
Eetcafe Noorderster,Amsterdam,,2160,5,3
Calimero's,Amsterdam,,2161,5,
Cezanne,Amsterdam,,2162,5,
Vishandel Omaira Eiland,Amsterdam,,2163,5,
Eetcafe Dinges,Amsterdam,['International'],2164,5,2
Thuskomme,Amsterdam,['International'],2165,5,
KTV Bar,Amsterdam,"['Bar', 'Pub']",2166,5,2
Brezel & Bratwurst,Amsterdam,,2167,5,2
Local Hangout,Amsterdam,"['Mediterranean', 'Fusion']",2168,5,2
Pizzeria Via Via,Amsterdam,,2169,5,3
Spaghetteria Olympiaplein,Amsterdam,['Italian'],2170,5,
Fusina of Amsterdam,Amsterdam,,2171,5,
Chasse Grand Cafe,Amsterdam,['International'],2172,5,
Resturant,Amsterdam,['Indian'],2173,5,
Bouchee,Amsterdam,['European'],2174,5,
Snack Bar Orion,Amsterdam,"['Dutch', 'European', 'Asian']",2175,5,
Instock Toko,Amsterdam,,2176,5,2
Coffeemania Handel,Amsterdam,,2177,5,2
Restaurant Biladi,Amsterdam,,2178,5,
Stag and Hen Party Amsterdam,Amsterdam,,2179,5,
Haringstal De Zeevang,Amsterdam,,2180,5,
Bogetta Dei Sapori Italiani,Amsterdam,"['Italian', 'Pizza']",2181,5,2
Grillroom De Molen,Amsterdam,['Grill'],2182,5,4
Dolce & Gelato,Amsterdam,,2183,5,
Het Stadspaleis,Amsterdam,['Healthy'],2184,5,3
Bistro Doner Amsterdam,Amsterdam,"['Pizza', 'Turkish', 'Vegetarian Friendly']",2185,5,
Boemboe Club,Amsterdam,"['Asian', 'Indonesian']",2186,5,
Cafe Topido,Amsterdam,"['Dutch', 'European']",2187,5,3
Wok King,Amsterdam,['Chinese'],2188,5,4
De Smaaksalon,Amsterdam,"['Italian', 'Mexican', 'Dutch', 'Mediterranean', 'European', 'Delicatessen']",2189,5,2
A Piece Of Finland,Amsterdam,,2190,5,
Mr & Mrs Frosty,Amsterdam,['Italian'],2191,5,
Super Ruys,Amsterdam,,2192,5,
Molli Chaoot,Amsterdam,['Vegan Options'],2193,5,
Broodje Menno,Amsterdam,"['French', 'German', 'Dutch', 'European']",2194,5,
Sloppy Joe,Amsterdam,"['American', 'Barbecue', 'Grill']",2195,5,
Noodles & More,Amsterdam,,2196,5,2
Gouden Tent,Amsterdam,['Middle Eastern'],2197,5,2
Sillers,Amsterdam,['Cafe'],2198,5,
Dominos pizza,Amsterdam,['Pizza'],2199,5,
Mediterrane,Amsterdam,['Cafe'],2200,5,
Toos&roos,Amsterdam,"['Dutch', 'European']",2201,5,
Bruno's,Amsterdam,['Cafe'],2202,5,
Eminonu Balikcisi,Amsterdam,['Seafood'],2203,5,4
Tony Pizzas Pastas To Go,Amsterdam,['Italian'],2204,5,
Charley's,Amsterdam,,2205,5,
High Snack,Amsterdam,"['Fast Food', 'Halal']",2206,5,
Holland Amsterdam,Amsterdam,,2207,5,2
Esther's Cookery,Amsterdam,,2208,5,
Van Velze's Chocolaterie,Amsterdam,['Delicatessen'],2209,5,
Thull's Amsterdam,Amsterdam,,2210,5,
Speciaalzaak Bio Bro's,Amsterdam,['International'],2211,5,
De Kwaker,Amsterdam,,2212,5,
Louise Banket en Bonbons,Amsterdam,,2213,5,
Inidan Express,Amsterdam,['Indian'],2214,5,
Croissanterie Chhiwat Bladi,Amsterdam,,2215,5,
Extra,Amsterdam,"['Belgian', 'Dutch', 'European']",2216,5,
Her Royal Highness,Amsterdam,"['Asian', 'Indonesian']",2217,5,
Rianna & Friends,Amsterdam,"['Italian', 'French', 'Dutch', 'European']",2218,5,
Broodje Valk,Amsterdam,['Cafe'],2219,5,
Kims Burgers & Broodjes,Amsterdam,['Fast Food'],2220,5,
Sky Is Up,Amsterdam,,2221,5,2
viswinkel IJburg,Amsterdam,"['Dutch', 'European']",2222,5,
New York Pizza,Amsterdam,,2223,5,
Kilimanjaro Take me Away,Amsterdam,"['African', 'Ethiopian']",2224,5,
Pacomer Traiteur,Amsterdam,['Spanish'],2225,5,5
Selam Afrika,Amsterdam,['International'],2226,5,
Mahara,Amsterdam,,2227,5,
Quarto Gati,Amsterdam,['Italian'],2228,5,
Riko pa riko comida colombiana,Amsterdam,,2229,5,
Palazzo,Amsterdam,['Delicatessen'],2230,5,
2 Coffee & Such,Amsterdam,"['Dutch', 'European']",2231,5,
Cafe Pico,Amsterdam,,2232,5,
Lo Sbrano,Amsterdam,['Italian'],2233,5,
Broodjes en boontjes,Amsterdam,"['Dutch', 'Moroccan', 'Mediterranean', 'European']",2234,5,
Locatie NRD,Amsterdam,['Italian'],2235,5,
Simple Twist,Amsterdam,,2236,5,
Roebling's,Amsterdam,"['American', 'European']",2237,5,
Viswinkel Al Hoceima,Amsterdam,,2238,5,2
Viswinkel Peter Tol,Amsterdam,['Seafood'],2239,5,
Borrelbar,Amsterdam,['Pub'],2240,5,
Best Indonesian in de Pijp,Amsterdam,"['Asian', 'Indonesian']",2241,5,
Il Pastificio,Amsterdam,,2242,5,
Mr. Poli,Amsterdam,,2243,5,
Eetcafe 100% Zuidoost,Amsterdam,"['Dutch', 'European']",2244,5,
Amsterdam,Amsterdam,,2245,5,
Panzerotti,Amsterdam,['Italian'],2246,5,2
"MILF (Man, I Love Fish!)",Amsterdam,,2247,5,
Baklava,Amsterdam,,2248,5,2
Kanis & Meiland 3.0,Amsterdam,"['Dutch', 'Pub', 'Bar', 'European', 'Diner']",2249,4,27
Americano Bar & Kitchen,Amsterdam,"['Italian', 'American', 'Seafood', 'European']",2250,4,39
Doner palace,Amsterdam,['Middle Eastern'],2251,4.5,3
Il Pecorino,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",2252,3.5,26
Hunkar Restaurant,Amsterdam,['Turkish'],2253,4.5,5
Emmanuel's Snack Bar,Amsterdam,['Mexican'],2254,4.5,4
The Rough Kitchen,Amsterdam,"['American', 'Dutch', 'Barbecue', 'European']",2255,4.5,4
Restaurant Bloesem,Amsterdam,['European'],2256,4.5,22
Strandzuid,Amsterdam,"['Dutch', 'Bar', 'European', 'Pub', 'International', 'Fusion', 'Vegetarian Friendly']",2257,3.5,69
Bar Wisse,Amsterdam,,2258,4.5,5
Restaurant Riaz,Amsterdam,,2259,4,15
Bar Leijten,Amsterdam,['French'],2260,4.5,4
Cafe Mulder,Amsterdam,['Cafe'],2261,4.5,10
shisha,Amsterdam,"['Mediterranean', 'Egyptian']",2262,4.5,4
Bar-Restaurant Londen,Amsterdam,"['European', 'Seafood', 'International', 'British', 'Diner']",2263,4,40
Yogya,Amsterdam,"['Asian', 'Indonesian']",2264,4.5,14
Meer Dan Vis,Amsterdam,"['Dutch', 'Seafood', 'Delicatessen', 'Street Food']",2265,4.5,10
Studio K,Amsterdam,"['Bar', 'European', 'Dutch', 'Vegetarian Friendly']",2266,4,52
Suzy Wong,Amsterdam,['International'],2267,4,18
TonTon Club West,Amsterdam,"['Japanese', 'Asian', 'Bar', 'Fusion']",2268,4,29
Issa,Amsterdam,"['Japanese', 'Asian', 'Sushi']",2269,4,26
The Infinity Kitchen,Amsterdam,"['Steakhouse', 'Asian', 'British', 'Indonesian', 'Moroccan']",2270,4.5,4
Bar James,Amsterdam,"['International', 'Dutch', 'Vegetarian Friendly']",2271,4,16
Pasta Vino,Amsterdam,"['Italian', 'Mediterranean', 'Pizza', 'European', 'Vegetarian Friendly']",2272,4,31
Cafe Primo,Amsterdam,"['Italian', 'Bar', 'Contemporary', 'Pub', 'Vegetarian Friendly', 'Vegan Options']",2273,5,15
Muang Thai,Amsterdam,['Thai'],2274,4,18
Ice & Bites,Amsterdam,"['Pizza', 'Grill']",2276,4.5,13
Hendriks II Pop-Up,Amsterdam,,2277,4.5,11
piri reis cafe,Amsterdam,"['Cafe', 'Mediterranean', 'Turkish']",2278,5,8
Casa Food,Amsterdam,['Mediterranean'],2279,5,11
Buurtboerderij Ons Genoegen,Amsterdam,,2280,4.5,11
Indonesia Permai,Amsterdam,"['Asian', 'Indonesian']",2281,4.5,3
Het Melkmeisje,Amsterdam,"['European', 'Dutch']",2282,4,123
Sushi Kings,Amsterdam,,2283,4.5,9
Dun Yong,Amsterdam,,2284,4.5,3
Amsterdamsche Vischandel,Amsterdam,,2285,4.5,6
Cafe De Gouden Florijn,Amsterdam,['Cafe'],2286,4.5,21
Ristorante L'Arco,Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European']",2287,4,48
"Steakhouse ""Maximas""",Amsterdam,,2288,4,7
Takara,Amsterdam,"['Japanese', 'Sushi', 'Asian', 'Seafood']",2289,4,26
Suri Kitchen,Amsterdam,,2290,4.5,3
Lunchroom Sapp,Amsterdam,,2291,5,5
Chutima's,Amsterdam,"['Asian', 'Thai', 'Vegetarian Friendly']",2292,4,66
A Tavola,Amsterdam,"['Italian', 'European', 'Mediterranean']",2293,3.5,101
Cafe de Westerdok,Amsterdam,,2294,4.5,9
Citea Amsterdam,Amsterdam,,2295,5,11
Lunchroom Amarylles,Amsterdam,"['Cafe', 'European', 'Vegetarian Friendly']",2296,3.5,128
Amsterdam,Amsterdam,,2297,4.5,3
San Remo,Amsterdam,"['Italian', 'Pizza', 'Mediterranean']",2298,4.5,23
Renato's Osteria,Amsterdam,['Italian'],2299,4,14
Cafe Overtoom,Amsterdam,,2300,4,9
Blinq,Amsterdam,"['European', 'Bar', 'Pub']",2301,3.5,118
SLA Haarlemmerdijk,Amsterdam,"['Dutch', 'European', 'Healthy']",2302,4.5,3
Pezzo di Pizza,Amsterdam,,2303,4.5,3
Mehtap,Amsterdam,"['Turkish', 'Mediterranean']",2304,4,10
saltinbocca,Amsterdam,"['Italian', 'Mediterranean', 'Pub', 'Gastropub', 'Street Food', 'Pizza', 'Vegetarian Friendly']",2305,5,14
Taste of Life Indonesische & Maleisische Restaurant,Amsterdam,"['Asian', 'Indonesian']",2306,4.5,20
Cafe Restaurant Plein 40-45,Amsterdam,"['Steakhouse', 'Dutch', 'Moroccan', 'Mediterranean', 'European', 'Turkish', 'Grill']",2307,4.5,3
Bar Dk,Amsterdam,,2308,5,8
Hotel Old Quarter,Amsterdam,"['Bar', 'European', 'Pub']",2309,3.5,65
PARK cafe-restaurant,Amsterdam,"['European', 'Vegetarian Friendly']",2310,3.5,31
da portare VIA Willemsparkweg,Amsterdam,"['European', 'Pizza', 'Italian']",2311,3.5,24
Mari Rasa,Amsterdam,"['Asian', 'Indonesian']",2312,4.5,2
Robin Food,Amsterdam,"['Vegetarian Friendly', 'Vegan Options']",2313,4.5,6
Bella Vista,Amsterdam,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",2314,3.5,118
De huiskamer van Rembrandt,Amsterdam,,2315,4.5,3
Cafe Vrijburcht,Amsterdam,"['French', 'Dutch', 'European']",2316,4.5,25
The Italian Bistro Project,Amsterdam,,2317,4.5,3
Italiaans Eetcafe I Trulli,Amsterdam,"['Italian', 'Mediterranean', 'European', 'Pizza', 'Vegetarian Friendly']",2318,4,29
Lagonda,Amsterdam,['Italian'],2319,4.5,7
Promenade,Amsterdam,['European'],2320,4,22
Ikea Amsterdam Z.O.,Amsterdam,"['Swedish', 'Scandinavian', 'Fast Food', 'European', 'Vegetarian Friendly']",2321,3.5,53
Downtown American Diner,Amsterdam,"['American', 'Bar', 'Pub']",2322,3.5,100
Gustafson,Amsterdam,"['European', 'French', 'Dutch', 'Bar', 'International', 'Pub', 'Central European', 'Vegetarian Friendly']",2323,4,28
Semmy's,Amsterdam,['Asian'],2324,5,10
Restaurant Biladi,Amsterdam,,2325,4.5,8
"Olie & zo, Eten en Drinken",Amsterdam,['Mediterranean'],2326,4.5,6
Brouwerij Troost Oost,Amsterdam,"['American', 'Dutch', 'Bar', 'European', 'Pub']",2327,4,6
Cafe Sarphaat,Amsterdam,"['Bar', 'Dutch', 'Cafe', 'International', 'European']",2328,3.5,76
Japanse Winkel Dank-Atariya Horeca,Amsterdam,,2329,4,6
Silverscreen,Amsterdam,"['Italian', 'Dutch', 'European']",2330,4,7
Cafe Lennep,Amsterdam,"['Bar', 'International', 'European', 'Grill', 'Pub']",2331,3.5,38
Sukhothai Streetfood Express,Amsterdam,,2332,4.5,3
Eastside,Amsterdam,"['American', 'Vegetarian Friendly', 'Vegan Options']",2333,4,33
Borchland,Amsterdam,['International'],2334,4,6
Leziz,Amsterdam,"['Mediterranean', 'Turkish']",2335,4,9
Restaurant Old School Amsterdam,Amsterdam,"['Dutch', 'European']",2336,4,23
Broodje van het land,Amsterdam,"['Dutch', 'International', 'European']",2337,5,11
Manger Maintenant,Amsterdam,['French'],2338,4.5,3
La Piccola Storia,Amsterdam,,2339,4.5,3
The Burning Pans,Amsterdam,"['Mediterranean', 'British', 'Greek']",2340,4.5,7
Vishandel Smit,Amsterdam,,2341,4.5,2
Le Pain Quotidien,Amsterdam,"['European', 'French', 'Healthy', 'Vegetarian Friendly']",2342,3.5,59
Marhaba,Amsterdam,"['Dutch', 'Moroccan', 'Mediterranean', 'European', 'Egyptian', 'Arabic', 'Halal']",2343,4.5,4
Ice Bakery Paleis,Amsterdam,"['American', 'Dutch', 'European', 'Italian']",2344,4,8
Spingaren,Amsterdam,"['International', 'Vegetarian Friendly', 'Gluten Free Options']",2345,3.5,27
Cafe The Flying Dutchman,Amsterdam,"['Bar', 'Dutch', 'European', 'Pub']",2346,4,53
Royal Pancakes,Amsterdam,,2347,4.5,2
Warung Barokah,Amsterdam,"['Asian', 'Indonesian']",2348,4,6
Brasserie Les Saveurs,Amsterdam,,2349,5,4
